@1.Institution,@2.Gender,@3.Semester,@4.apply_otherprogram,@5.Appliedforabroadstudy,@6.Self_forced,@7a,@7b,@7c,@7d,@7e,@8.focus_BICTE,@9.know_program,@10a,@10b,@10c,@10d,@10e,@10f,@11.Career,@12a,@12b,@12c,@12d,@12e,@12f,@13.Parttime_Job,@14.Realworld_Use,@15.Thecourse_uptodate,@16.Thecoursecontribute_careerplans,@17.Course_theoryandpractical,@18.Teacher_subjectareas,@19.Classroomteaching,@20.Teachers_available,@21.Practical_effective,@22.Teaching_practical,@23.Thelibrary_resource,@24.Com_Internet,@25.Thecampus_Software,@26.Projector,@27.Campus_support_assignmentsandpr,@28.staff_cooperativeandhelpful,@29.Toiletsandsanitation,@30.Drinkingwater,@31.canteen,@32.ECA,@33.Internalassessment,@34.Teachers_feedback,@35.Makeupexams,@36.Finalexams,@37.Results_published
1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0
1.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0
1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0
1.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,1.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0
2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0
2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0
2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0
2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0
2.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0
2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,3.0,5.0
2.0,1.0,5.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0
2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
2.0,1.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0
2.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,1.0
2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0
2.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,1.0
2.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0
2.0,2.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2.0,2.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0
2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0
2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0
2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0
2.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0
2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0
2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,,1.0,1.0,0.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0
2.0,2.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0
2.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0
2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0
